Domain,Feed,Title,Category,Status,Score,OG-Images,Content Type,Creative Instance ID,Destination Domains,Channels,Rank,Original_Feed
https://www.heraldsun.com.au,https://www.heraldsun.com.au/rss,Herald Sun,Top News,Enabled,,,article,,heraldsun.com.au,Top News,87,
https://www.bmj.com,http://feeds.bmj.com/bmj/recent,BMJ,Health,Enabled,,,article,,bmj.com,Health,88,
https://www.rockpapershotgun.com,https://www.rockpapershotgun.com/feed,Rock Paper Shotgun,Gaming,Enabled,,,article,,rockpapershotgun.com,Gaming,89,
https://www.techspot.com,https://www.techspot.com/backend.xml,Techspot,Technology,Enabled,,,article,,techspot.com,Technology,90,
https://www.cosmopolitan.com,https://www.cosmopolitan.com/rss,Cosmopolitan,Lifestyle,Enabled,,,article,,cosmopolitan.com,Lifestyle,91,
https://www.goodhousekeeping.com,https://www.goodhousekeeping.com/rss/all,Good Housekeeping,Home,Enabled,,,article,,goodhousekeeping.com,Lifestyle,92,
https://www.digitalspy.com,https://www.digitalspy.com/rss/all,Digital Spy,Entertainment,Enabled,,,article,,digitalspy.com,Entertainment,93,
https://www.sportingnews.com,https://www.sportingnews.com/au/rss,Sportingnews,Sports,Enabled,,,article,,sportingnews.com,Sports,94,
https://www.gsmarena.com,https://www.gsmarena.com/rss-news-reviews.php3,GSMArena,Technology,Enabled,,,article,,gsmarena.com,Technology,95,
https://www.time.com,https://www.time.com/rss,TIME,Top News,Enabled,,,article,,time.com,Top News,96,
https://www.wsj.com,https://feeds.a.dj.com/rss/RSSWorldNews.xml,WSJ World News,Business,Enabled,,,article,,wsj.com,Business,97,
https://www.progameguides.com,https://progameguides.com/feed/,Pro Game Guides,Gaming,Enabled,,,article,,progameguides.com,Gaming,98,
https://www.marketwatch.com,https://www.marketwatch.com/rss/topstories,MarketWatch,Business,Enabled,,,article,,marketwatch.com,Business,99,
https://www.livescience.com,https://www.livescience.com/feeds/all,Live Science,Science,Enabled,,,article,,livescience.com,Science,100,
https://www.denofgeek.com,https://www.denofgeek.com/feed/,Den of Geek,Entertainment,Enabled,,,article,,denofgeek.com,Entertainment,101,
https://www.eurogamer.net,https://www.eurogamer.net/feed,Eurogamer,Gaming,Enabled,,,article,,eurogamer.net,Gaming,102,
https://www.recipetineats.com,https://www.recipetineats.com/feed/,RecipeTin Eats,Food,Enabled,,,article,,recipetineats.com,Food,103,
https://www.animenewsnetwork.com,https://www.animenewsnetwork.com/all/rss.xml?ann-edition=au,Anime News Network Australia,Entertainment,Enabled,,,article,,animenewsnetwork.com,Entertainment,104,
https://www.zdnet.com,https://www.zdnet.com/news/rss.xml,ZDNet,Technology,Enabled,,,article,,zdnet.com,Technology,105,
https://www.nbcnews.com,https://feeds.nbcnews.com/nbcnews/public/world,NBC News World News,World News,Enabled,,,article,,nbcnews.com,World News,106,
https://www.windowsreport.com,https://feeds.feedburner.com/WindowsReport2,Windows Report,Technology,Enabled,,,article,,windowsreport.com,Technology,107,
https://www.whichcar.com.au,https://www.whichcar.com.au/rss,WhichCar,Cars,Enabled,,,article,,whichcar.com.au,Cars,108,
https://www.buzzfeed.com,https://www.buzzfeed.com/australia.xml,BuzzFeed Australia,Entertainment,Enabled,,,article,,buzzfeed.com,Entertainment,109,
